XXXX,SCF_3,SCF_2,Delta_SCF,E_red
0877,-3705.63306491,-3705.8381939,-538566.163245127,1.291864157590578
0467,-3385.74508293,-3385.9586872,-560818.0108847512,1.522489100738469
0225,-3484.13295063,-3484.33801577,-538398.5250699682,1.2901267043578606
0049,-3176.78804615,-3176.97197668,-482909.6065149943,0.7150226098874881
0073,-3218.60820723,-3218.79187474,-482219.0475046066,0.7078654454537652
0142,-4099.2181944,-4099.39821079,-472633.03194438096,0.6085130532661134
0713,-3366.78213864,-3366.96773456,-487282.0879593212,0.7603403426368993
0418,-3238.59594207,-3238.78289724,-490850.798834191,0.7973275517872309
0173,-3844.49514679,-3844.70714404,-556598.7798749149,1.4787597022844474
0733,-3154.64016732,-3154.85822995,-572523.4350652015,1.643807690990324
0578,-3483.79911311,-3483.97820368,-470202.2915361183,0.5833201174909914
0093,-2872.72810183,-2872.92661183,-521188.0050004447,1.1117516194273172
0363,-3441.80269777,-3441.98966602,-490885.1403751669,0.7976834780034918
0177,-3212.6572458,-3212.84766739,-499951.88454477536,0.8916539829483889
0220,-3127.46452481,-3127.65332103,-495684.47560962796,0.8474252537661602
0101,-3487.12070759,-3487.28955454,-443307.66722496925,0.30457601932911055
0501,-3676.88048266,-3677.06084234,-473534.33984009916,0.617854483495871
0716,-3552.89772582,-3553.09327669,-513418.8091856854,1.031229301815675
0736,-3661.24410892,-3661.46220393,-572608.4487551838,1.6446887988307386
0612,-3008.79957546,-3009.02264907,-585679.763055075,1.7801638913310354
0364,-3838.78246662,-3838.97351599,-501600.120935527,0.9087368081621701
0245,-3503.80527746,-3503.99388713,-495194.68858501385,0.8423489514951947
0090,-2852.84709336,-2853.03865009,-502932.1946144084,0.9225428264953972
0283,-3366.95427621,-3367.15022287,-514457.9558303094,1.0419993349257337
0406,-2897.12856175,-2897.31726241,-495433.5828299868,0.8448249243922559
0236,-3460.68637992,-3460.8885507,-530799.3828898959,1.2113668745390054
0013,-3793.88722631,-3794.01098489,-324928.1517898894,-0.9223454237457702
0749,-3888.09494348,-3888.29897774,-535691.9496295903,1.2620749300885137
0113,-3440.80121075,-3440.9884644,-491634.45807500626,0.8054496354356242
0654,-4586.65603706,-4586.85161378,-513486.6783593052,1.0319327186537304
0701,-3522.17250553,-3522.38395832,-555169.300145772,1.4639441379050842
0242,-3331.10426766,-3331.29832413,-509495.26198460715,0.9905644606374782
0222,-3047.61907636,-3047.81189369,-506241.89991566347,0.9568456227979831
0826,-3952.19117295,-3952.41093416,-576983.0568558994,1.690028572896299
0119,-3234.77099584,-3234.95499586,-483092.0525099605,0.7169135358859975
0771,-3464.26993946,-3464.47407502,-535957.912779844,1.2648314533849196
0583,-3499.76642564,-3499.95094588,-484457.8901199566,0.73106949391052
0672,-3095.41779657,-3095.62714737,-549650.5253995038,1.406745871373827
0237,-3572.27290159,-3572.46273284,-498401.9468755903,0.8755899556987126
0452,-3353.07617371,-3353.27051117,-510233.0012301115,0.9982106154336063
0576,-3499.79834233,-3499.96695342,-442688.4167950343,0.2981579187960229
1008,-3081.84892032,-3081.99111585,-373334.3640143528,-0.42064866026477893
0015,-3619.3874418,-3619.57351798,-488543.01058966573,0.7734089297783668
0593,-3592.83919564,-3593.03380041,-510934.8236345843,1.0054845171227063
0540,-3770.01064902,-3770.14452235,-351484.4279147765,-0.6471080694949836
0100,-3562.40589079,-3562.53073837,-327787.3212907298,-0.8927121180418738
0234,-3382.54630776,-3382.75650396,-551870.1230992129,1.4297504596487831
0205,-3462.79659668,-3462.97833659,-477158.13370389264,0.655412589562032
0289,-3515.90626204,-3516.09492405,-495332.10725478036,0.8437732005470318
0180,-3239.38334035,-3239.56192953,-468885.8920900452,0.5696765516924411
0772,-3656.43762787,-3656.63630629,-521630.1917096089,1.1163345774950393
0043,-3121.18123944,-3121.37743328,-515106.92691994243,1.0487254694506134
0729,-3155.903525,-3156.09160776,-493811.2863795159,0.828010948639849
0689,-3629.07437181,-3629.22407843,-393054.7308110911,-0.21626075751576862
0104,-2973.1957279,-2973.39667175,-527578.0781760116,1.1779802889154947
0828,-3705.7084352,-3705.90142846,-506703.8041290525,0.9616329390998855
0711,-3153.47374029,-3153.67339666,-524197.79943488695,1.1429460479337405
0502,-4073.94593212,-4074.16624793,-578439.1591540737,1.705120061709837
0416,-3025.3285141,-3025.51634613,-493152.99476435414,0.8211882133425312
1009,-3555.28947219,-3555.48263834,-507157.72682446754,0.9663375325124892
0179,-3306.11634846,-3306.2923917,-462201.5266191379,0.5003977469983718
0419,-3270.07132291,-3270.27169891,-526087.1879994179,1.1625282479081498
0139,-3797.25053777,-3797.41955545,-443755.91884066124,0.3092218359398993
0599,-3460.28587944,-3460.51445737,-600131.355215075,1.9299446050171
0875,-3322.88493371,-3323.10661581,-582026.3535504728,1.7422988397209174
0189,-3245.70665364,-3245.88251148,-461714.7589210235,0.4953527379491474
0411,-3295.1737261,-3295.35352713,-472067.6042659518,0.6026527881634631
0563,-3745.93109974,-3746.13268453,-529260.8661455179,1.1954212172412075
0589,-3444.45035947,-3444.64484358,-510618.0308046021,1.0022011795056442
0523,-3431.40639875,-3431.60352179,-517546.5415198721,1.0740103800577507
0712,-3445.60113653,-3445.80142919,-525868.3788295584,1.1602604428621894
0116,-3255.73308052,-3255.91688975,-482591.133364873,0.7117218569194488
0130,-3042.59077548,-3042.76343267,-453311.4523446893,0.40825830278996006
0106,-3037.53168925,-3037.72616497,-510596.0028597383,1.0019728751592296
0763,-3766.19912307,-3766.38710464,-493545.61203478964,0.8252574186121115
0267,-4037.04034607,-4037.26202337,-582013.751150027,1.7421682245947767
0590,-3483.69199213,-3483.88857395,-516125.5684103137,1.0592829808811073
0039,-3122.42267176,-3122.60365901,-475182.024874518,0.6349315942842721
0945,-3121.7043751,-3121.88120483,-464266.4561150225,0.5217993067836708
0584,-3331.97656235,-3332.15935628,-479925.4632141112,0.6840940375613946
0465,-3201.51230289,-3201.67712998,-432753.5247950448,0.19518966466336513
0014,-3565.72215001,-3565.89807385,-461888.04191998905,0.4971486958593461
0425,-3179.33815994,-3179.53534008,-517696.457570001,1.0755641557755193
0111,-3286.21507203,-3286.41706087,-530321.6994200334,1.2064160172050922
0204,-3270.67579581,-3270.87433789,-521272.2310392053,1.112624563809973
0288,-3118.99605659,-3119.1769378,-474903.61685454036,0.6320460885582253
0688,-3521.06727173,-3521.26035523,-506940.7292507467,0.964088503402049
0248,-3230.81060891,-3231.01686679,-541530.0639401746,1.3225829293690692
0018,-4116.8142843,-4116.99307911,-469425.77365499845,0.5752720490749696
0310,-3390.29572648,-3390.49154933,-514132.8926744377,1.0386302811259547
0115,-3041.3948091,-3041.59129981,-515886.3591038969,1.056803742591044
0604,-3316.01373733,-3316.21605923,-531196.1484506374,1.215479073955924
0894,-3614.3340474,-3614.53263906,-521402.403329193,1.1139737091692286
0178,-3196.67363504,-3196.85884363,-486265.1530450053,0.7498005186817147
0630,-4765.02995918,-4765.17131681,-371134.4575629523,-0.4434491624298877
0450,-3292.66238124,-3292.84896605,-489878.41865529685,0.787249506713964
0598,-3348.06488977,-3348.26033211,-513133.8636705959,1.0282760394941792
0410,-3448.19472184,-3448.38627824,-502931.32820021355,0.9225338467141373
0722,-3346.87883331,-3347.0730652,-509955.82719521737,0.99533789910574
0794,-3840.81711841,-3841.02633171,-549289.519149072,1.403004292367435
0876,-3155.89483456,-3156.0935924,-521838.70891966147,1.1184957135270917
0232,-3353.40959735,-3353.62031926,-553250.3747057933,1.4440558087349673
0367,-3440.57255589,-3440.76835229,-514063.4482007622,1.0379105373971311
0582,-3781.47591328,-3781.67426042,-520760.4160697274,1.107319957192593
0524,-3523.957492,-3524.1537456,-515263.8268002388,1.050351627716627
0038,-3366.0008936,-3366.18546103,-484581.7874656377,0.7323536038310381
0764,-3877.80403692,-3877.99432266,-499595.2103700938,0.8879573028977956
0973,-3536.20255718,-3536.43750167,-616846.7584952336,2.103188148367452
0561,-3561.51915029,-3561.71950752,-526037.9073650229,1.162017488366305
0424,-3163.18054672,-3163.37161541,-501650.8455939781,0.9092625340102412
0685,-3538.47549321,-3538.68217968,-542655.3269850587,1.3342454991455532
0869,-3423.283873,-3423.4848646,-527703.4458004711,1.179279637254196
0118,-3726.92643029,-3727.11630092,-498505.3390646308,0.8766615439149168
0468,-3218.66175226,-3218.84037648,-468977.889610195,0.5706300420811006
0439,-3062.41907888,-3062.62445491,-539214.7667650654,1.2985864825109121
0362,-3608.92486709,-3609.11912308,-510019.10174466955,0.9959936958560351
0686,-3384.23038815,-3384.42774261,-518154.1347301111,1.080307661606582
0345,-3515.86305678,-3516.05300386,-498706.05853976577,0.8787418618413818
0910,-3630.40964919,-3630.63525848,-592337.1908955071,1.8491635061979277
0537,-3447.50530798,-3447.70726487,-530237.8146950512,1.20554661030265
0181,-3044.97569225,-3045.15751743,-477382.0100900855,0.6577329127852563
0147,-4422.14326424,-4422.32038276,-465024.67426125123,0.5296577111597782
0030,-3274.10185918,-3274.28635498,-484393.7229003932,0.7304044452546321
0581,-3822.70960424,-3822.89637323,-490361.983245049,0.7922613177701094
0718,-3229.96419445,-3230.15923937,-512090.4374596664,1.0174616516522403
0435,-3424.67423814,-3424.8685329,-510120.89238012594,0.9970486850818874
0074,-3234.80921263,-3234.9904902,-475944.26003505307,0.6428316322231751
0791,-3591.66353701,-3591.87628978,-558582.3976360675,1.4993185224238734
0241,-3746.76194918,-3746.98722692,-591466.7063697648,1.8401415387859739
0253,-3062.42764613,-3062.63903475,-555000.8218099467,1.4621979769906897
0840,-3952.21091251,-3952.40773194,-516749.41346441617,1.065748701501955
0333,-3572.44401044,-3572.63215887,-493983.7029642865,0.8297979267687878
0313,-3652.8082724,-3652.99058622,-478664.9344093776,0.6710295321488065
0140,-3679.31211654,-3679.48260171,-447608.813835315,0.34915441607830183
0834,-3726.75595153,-3726.9859721,-603919.00653461,1.9692009797855616
0859,-4063.81552079,-4064.0129033,-518227.78000473115,1.0810709437190356
0515,-3599.20557435,-3599.39365574,-493807.6894455428,0.8279736689178916
0209,-3175.55496958,-3175.73707174,-478109.2210797001,0.6652699495227246
0334,-3429.20333372,-3429.37788985,-458297.1193148112,0.4599312775541396
0518,-3843.97994527,-3844.17966226,-524356.9572451836,1.144595608075697
0757,-3446.74805433,-3446.97993276,-608796.8179651354,2.01975610680557
0317,-3331.05416493,-3331.24361598,-497403.73177530477,0.8652441496119063
0080,-3218.72155275,-3218.91702906,-513223.0519056065,1.02920041359389
0871,-3403.75968822,-3403.97524309,-565939.3111844172,1.5755678207432993
0789,-3628.7791379,-3628.98317722,-535705.2346599805,1.262212620199829
0527,-3468.54741717,-3468.75588235,-547325.3300901985,1.3826468372306422
0198,-3249.57341071,-3249.76023662,-490511.4267042061,0.7938101954107484
0636,-4318.71590811,-4318.8703998,-405617.9320955607,-0.08605190345068453
0770,-3312.52422217,-3312.73988224,-566215.5137850331,1.5784304688296948
0153,-4128.75925302,-4128.94883587,-497749.7726752072,0.8688306231560048
1001,-3325.4704235,-3325.65685549,-489477.1897451935,0.783091047781453
0603,-3081.41375773,-3081.61525088,-529020.2653256835,1.1929275568812094
0323,-3315.02929169,-3315.2272777,-519812.2692550587,1.0974930741053919
0438,-3026.46888299,-3026.69692046,-598712.3774847116,1.9152378865596889
0343,-3511.9901691,-3512.17354173,-481444.84006531956,0.6998413231623519
0336,-3349.29848525,-3349.48717404,-495402.4181450386,0.8445019240818634
1002,-3722.35498411,-3722.56419771,-549290.3068002939,1.4030124558251937
0533,-3525.21194064,-3525.38891526,-464646.8648094292,0.5257419786436148
0888,-3312.47421433,-3312.68140596,-543981.6245653278,1.3479916522291313
0429,-3275.65348553,-3275.84927266,-514039.1098152595,1.037658286938483
0172,-3732.24553478,-3732.40177623,-410211.926974803,-0.03843833782657419
0121,-3291.74069913,-3291.93400432,-507522.7763451219,0.9701210172060104
0659,-3380.30708389,-3380.50690797,-524638.1220408557,1.1475096858667742
0208,-3342.71822561,-3342.89729443,-470145.18690969545,0.5827282677068497
0835,-3918.96614689,-3919.18360769,-570943.3304000688,1.6274310037836839
0529,-3659.57888059,-3659.78223847,-533916.113939101,1.243669626772047
0668,-3363.91975326,-3364.10352805,-482500.71114477894,0.7107846934215567
0498,-3583.1917029,-3583.38814128,-515748.9666900467,1.0553797656635406
0692,-3895.18091056,-3895.38831068,-544529.0150596711,1.3536649744485787
0344,-3746.5261422,-3746.71464362,-494910.47821050754,0.8394033083951651
0050,-3141.37683012,-3141.5677532,-501268.54654045973,0.9053002698912758
0697,-3577.60250344,-3577.80031569,-519356.06237492105,1.0927648067048874
0285,-3254.56394834,-3254.76592149,-530280.5053248897,1.20598906902513
0161,-3771.55349231,-3771.72825576,-458841.437975598,0.4655727623526758
0359,-3499.78628806,-3499.98435349,-520020.7864651113,1.0996542101374442
0481,-3747.02247431,-3747.20463966,-478275.1264252752,0.6669894431805481
0623,-3087.71156131,-3087.90628585,-511249.2797703992,1.0087436365279492
0662,-3362.87982931,-3363.06851171,-495385.6412007585,0.8443280427087989
0608,-3406.55503462,-3406.76907713,-561968.6100053325,1.534414261339405
0316,-3314.91969708,-3315.11166249,-504005.18395550805,0.9336636156450024
0110,-3254.71577154,-3254.89952902,-482455.26374043996,0.7103136626464213
0666,-3736.98069614,-3737.19037616,-550514.8925104674,1.41570443603117
0137,-3831.02912707,-3831.20790119,-469371.45206018636,0.574709043480192
0449,-3446.91831648,-3447.11233027,-509383.2056440663,0.9894030745096776
0618,-3335.58700842,-3335.79348405,-542101.7665652982,1.3285082299352042
0125,-3210.96424112,-3211.15386421,-497855.4227942479,0.8699256132481519
0148,-3803.61206192,-3803.78835555,-462858.92556418845,0.507211230390096
0217,-2947.88542348,-2948.083023,-518797.53976010444,1.0869761077898576
0760,-3503.63881705,-3503.83553164,-516474.15604574396,1.0628958495698189
0648,-3906.14566297,-3906.34314376,-518485.81414526165,1.0837452883376864
0059,-3503.60515964,-3503.78261291,-465903.5603853008,0.5387667553018678
0829,-3690.77925791,-3690.9710984,-503677.2064944139,0.9302643570960656
0520,-3922.14266196,-3922.33390123,-502098.70338405925,0.9139042688921515
0035,-3562.56912824,-3562.74868645,-471430.08035584807,0.5960452957024207
0947,-3541.79717835,-3542.02120966,-588194.2044040696,1.806224329212515
0744,-3599.66000757,-3599.86079517,-527167.8438006295,1.1737284945911746
0201,-3782.23987364,-3782.44015108,-525828.4187194981,1.159846284080407
0003,-3084.35491681,-3084.53537472,-473792.242705824,0.620527467542354
0851,-3704.98360965,-3705.18809213,-536868.7512400636,1.2742716612951603
0820,-4277.74583822,-4277.94268881,-516831.2240436485,1.0665966113245424
0514,-3753.51639238,-3753.70876181,-505065.93846466264,0.9446575992606376
0341,-3447.62000372,-3447.81355596,-508171.40611978265,0.9768436142383023
0475,-4042.67193037,-4042.81748987,-382166.4672493776,-0.32911004560939466
0974,-3292.73161323,-3292.92196934,-499779.966804505,0.8898721749961644
0338,-3579.43752226,-3579.61585893,-468222.927084161,0.5628053799467378
0422,-3536.28872053,-3536.48431582,-513535.4338956715,1.032438035919277
0022,-3488.58122058,-3488.77735318,-514946.1413001454,1.0470590381939722
0352,-3515.83797377,-3516.0280527,-499052.2307144738,0.882329695957649
0694,-3522.10243136,-3522.30051694,-520073.6902893957,1.100202521525581
0988,-3139.74249463,-3139.9655281,-585574.3754856455,1.7790716223832248
0190,-3403.88627015,-3404.0674548,-475700.2985749407,0.6403031411612241
0072,-3233.55533968,-3233.73948402,-483470.9646696724,0.7208406972034245
0322,-3543.10618478,-3543.29662276,-499994.9164895861,0.8920999791634567
0872,-3595.97654389,-3596.18447299,-545917.8520500031,1.3680593050733598
0675,-3287.58755805,-3287.78563145,-520041.7116996973,1.0998710856578462
0342,-4054.03638873,-4054.2140012,-466321.53998496186,0.5430988234954846
0325,-3270.07345915,-3270.27616247,-532197.566660479,1.2258580780481825
0353,-3348.04166262,-3348.20835186,-437642.5996208493,0.24586152895112506
0477,-4097.40340167,-4097.54092584,-361069.7083368068,-0.5477632965040498
0067,-3294.00840903,-3294.1933889,-485664.648685017,0.7435767081413382
0601,-2864.15916905,-2864.37926211,-577854.3290304756,1.6990587037412606
0034,-3370.41766263,-3370.60998896,-504952.7794150379,0.9434847843191985
0673,-3399.91963235,-3400.11837376,-521795.5719547674,1.1180486288518148
0199,-3234.62759425,-3234.81352848,-488170.32086481573,0.7695462596757598
0443,-3432.67365773,-3432.8614325,-493002.6586350859,0.8196300837962986
0509,-3869.25042435,-3869.4382052,-493018.6216758097,0.8197955296243948
0909,-3157.16371576,-3157.34857141,-485338.5090759778,0.7401964976522544
0765,-3366.7407444,-3366.94974152,-548721.9385595319,1.3971217138366787
0511,-3531.00329599,-3531.18698762,-482282.37456469744,0.7085217864403528
0150,-3807.52078439,-3807.69648196,-461293.97003502934,0.4909915534542087
0330,-3178.20051754,-3178.40233872,-529881.5080900643,1.2018537398566023
1018,-3477.54647101,-3477.76681362,-578509.5225549706,1.7058493294809611
0046,-3160.7975819,-3160.98055532,-480396.7142101392,0.6889782267724429
0040,-3672.24963962,-3672.43608897,-489522.76842553215,0.7835634391411321
0026,-3595.85985202,-3596.04112318,-475927.4305801343,0.642657206613819
0446,-3224.42934642,-3224.6134113,-483262.3424395365,0.7186784727111621
0379,-3215.77842828,-3215.97393099,-513292.36510567035,1.0299187967629198
0109,-3257.06929664,-3257.27621202,-543256.3301895473,1.340474479862644
0299,-3086.87707001,-3087.06529865,-494194.29432008904,0.8319805598806969
0788,-3612.62559101,-3612.83276665,-543939.6428201562,1.3475565406037846
0360,-3348.11233693,-3348.31853986,-541385.7927150463,1.3210876583411542
0748,-3695.93885966,-3696.14836883,-550066.3258345255,1.4110553540397521
0575,-3654.03333179,-3654.21923288,-488083.31179563835,0.7686444711161149
0476,-3967.3569565,-3967.53679616,-472169.02733051963,0.6037039677723957
0347,-3499.86393054,-3500.05276367,-495781.38281419524,0.8484296296232079
0102,-3464.30070225,-3464.48502081,-483928.3792801712,0.7255814818901507
0252,-3726.85771001,-3727.10367139,-645771.6031892089,2.402974070469077
0455,-3615.61777475,-3615.81051935,-506050.9472999188,0.954866531584379
0691,-3707.14790792,-3707.34322363,-512801.3966054175,1.0248302493176913
0705,-3783.53825447,-3783.73962412,-528696.0160745621,1.1895669386387737
0632,-4304.60306946,-4304.74289705,-367117.3375428625,-0.4850838208751355
0441,-3202.58323952,-3202.77642513,-507208.8190550012,0.966867067989855
0651,-3999.83235073,-4000.01326725,-474996.323259357,0.6330069260440172
0158,-3716.14460578,-3716.32652859,-477638.33765575464,0.660389569940971
0200,-3250.82030968,-3251.00727033,-490865.18657605303,0.797476670736933
0893,-3293.82915422,-3294.01399854,-485308.7621603634,0.7398881915361286
0660,-3149.64015578,-3149.82706489,-490729.86830556486,0.7960741908645372
0024,-3441.20822081,-3441.39315034,-485532.4810146403,0.7422068820504772
0754,-3768.52151821,-3768.71446987,-506594.58332956705,0.9605009413853656
